Heure de début,Heure de fin,Calories (kcal),Distance (m),Fréquence cardiaque moyenne (bpm),Fréquence cardiaque maximale (bpm),Fréquence cardiaque minimale (bpm),Basse latitude (°),Basse longitude (°),Haute latitude (°),Haute longitude (°),Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg),"Durée de l'activité ""Vélo"" (ms)","Durée de l'activité ""Inactif"" (ms)"
12:00:00.000-04:00,12:15:00.000-04:00,,504.9973165626632,,,,45.65025329589844,5.250242710113525,45.65281295776367,5.251044273376465,1.5715597867965698,1.5715597867965698,1.5715597867965698,,,,,544428,
12:15:00.000-04:00,12:30:00.000-04:00,,1555.6208783442025,,,,45.65251541137695,5.240543365478516,45.65574645996094,5.247974395751953,2.143819749355316,2.5494508743286133,1.738188624382019,,,,,900000,
12:30:00.000-04:00,12:45:00.000-04:00,,1569.716695850811,,,,45.6591911315918,5.245205402374268,45.67131423950195,5.251558780670166,1.577295923884941,2.4005208015441895,1.2806248664855957,,,,,900000,
12:45:00.000-04:00,13:00:00.000-04:00,,1795.665109242323,,,,45.6572265625,5.243809700012207,45.67163848876953,5.252530097961426,3.956119358539581,6.335755348205566,1.5764833688735962,,,,,900000,
13:00:00.000-04:00,13:15:00.000-04:00,,,,,,,,,,,,,5,,,,46199,853801
13:15:00.000-04:00,13:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
13:30:00.000-04:00,13:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
13:45:00.000-04:00,14:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
14:00:00.000-04:00,14:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
14:15:00.000-04:00,14:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
14:30:00.000-04:00,14:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
14:45:00.000-04:00,15:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
15:00:00.000-04:00,15:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
15:15:00.000-04:00,15:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
15:30:00.000-04:00,15:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
15:45:00.000-04:00,16:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
16:00:00.000-04:00,16:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
16:15:00.000-04:00,16:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
16:30:00.000-04:00,16:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
16:45:00.000-04:00,17:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
17:00:00.000-04:00,17:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
17:15:00.000-04:00,17:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
17:30:00.000-04:00,17:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
17:45:00.000-04:00,18:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
18:00:00.000-04:00,18:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
18:15:00.000-04:00,18:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
18:30:00.000-04:00,18:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
18:45:00.000-04:00,19:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
19:00:00.000-04:00,19:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
19:15:00.000-04:00,19:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
19:30:00.000-04:00,19:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
19:45:00.000-04:00,20:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
20:00:00.000-04:00,20:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
20:15:00.000-04:00,20:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
20:30:00.000-04:00,20:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
20:45:00.000-04:00,21:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
21:00:00.000-04:00,21:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
21:15:00.000-04:00,21:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
21:30:00.000-04:00,21:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
21:45:00.000-04:00,22:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
22:00:00.000-04:00,22:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
22:15:00.000-04:00,22:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
22:30:00.000-04:00,22:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
22:45:00.000-04:00,23:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
23:00:00.000-04:00,23:15:00.000-04:00,,,,,,,,,,,,,,,,,,900000
23:15:00.000-04:00,23:30:00.000-04:00,,,,,,,,,,,,,,,,,,900000
23:30:00.000-04:00,23:45:00.000-04:00,,,,,,,,,,,,,,,,,,900000
23:45:00.000-04:00,00:00:00.000-04:00,,,,,,,,,,,,,,,,,,900000
